id,nombre,descripcion,ultima_actualizacion,api_url
gt2j-8ykr,Casos positivos de COVID-19 en Colombia.,"Información importante:
En este momento respecto a la transmisión de SARS- CoV2, el país está en zona de seguridad de acuerdo con los umbrales que se construyeron para este análisis, pero todavía lleva muy poco tiempo allí para poder asegurar si está en una fase endémica o no.

Debemos continuar observando por un período que supere mínimo 20 semanas. De mantenerse ahí, durante este rango de tiempo, y aunque aún continuaría existiendo incertidumbre ante la posibilidad de surgimiento de nuevos linajes con mayor porcentaje de escape inmunológico, aumenta la probabilidad de ya estar en una fase endémica estable.

Mientras se da esta observación y con el fin de ir desescalando los procesos extraordinarios, se hará la actualización de datos de manera semanal.


Se insta a EAPB, IPS y a la población en general a continuar realizando pruebas diagnósticas a toda persona sintomática respiratoria y a sus contactos de acuerdo con las directrices del Ministerio de Salud y Protección Social. El diagnóstico de casos es fundamental para detectar tempranamente cambios en la positividad.

ATENCIÓN:
Consulte el nuevo catálogo de variables que funcionará a partir del día 29 de octubre: http://url.ins.gov.co/dataset-covid-info

Datasets históricos: https://www.ins.gov.co/Paginas/Boletines-casos-COVID-19-Colombia.aspx

Cualquier actualización que se identifique, quedará registrada al día siguiente en la publicación. Consulte la fe de erratas y notas aclaratorias en: http://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx",2025-12-19T23:21:44.000Z,https://www.datos.gov.co/resource/gt2j-8ykr.json
p6dx-8zbt,SECOP II - Procesos de Contratación,"Registro de los procesos de compra, sean o no adjudicados, hechos en la plataforma SECOP II desde su lanzamiento",2026-04-07T18:48:00.000Z,https://www.datos.gov.co/resource/p6dx-8zbt.json
jbjy-vk9h,SECOP II - Contratos Electrónicos,Información de los contratos registrados en SECOP II desde su lanzamiento,2026-04-06T18:35:42.000Z,https://www.datos.gov.co/resource/jbjy-vk9h.json
mcec-87by,Tasa de Cambio Representativa del  Mercado -Historico,"La Tasa de Cambio Representativa del Mercado–TRM corresponde al promedio ponderado de las operaciones de compra y venta de contado de dólares de los Estados Unidos de América a cambio de moneda legal colombiana.
Se adjunta archivo con explicación detallada.",2026-04-06T23:05:23.000Z,https://www.datos.gov.co/resource/mcec-87by.json
i7cb-raxc,CÓDIGO ÚNICO DE MEDICAMENTOS VIGENTES,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS VIGENTES.,2026-03-16T12:11:18.000Z,https://www.datos.gov.co/resource/i7cb-raxc.json
xfif-myr2,Beneficiarios Más Familias en Acción,"Datos anonimizados del programa Más Familias en Acción, determinando características generales de los beneficiarios, valor y tipo de incentivo recibido.",2025-12-19T23:11:14.000Z,https://www.datos.gov.co/resource/xfif-myr2.json
n2jp-53s2,DECLARACION DE RENTA PERSONAS NATURALES,,2023-10-03T14:13:02.871Z,https://www.datos.gov.co/resource/n2jp-53s2.json
vwwf-4ftk,CÓDIGO ÚNICO DE MEDICAMENTOS VENCIDOS,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS VENCIDOS.,2026-03-16T12:12:38.000Z,https://www.datos.gov.co/resource/vwwf-4ftk.json
rpmr-utcd,SECOP Integrado,"Información integrada de los procesos de compra pública que se han registrado en las plataformas SECOP I y II, que han finalizado con un contrato.",2026-04-05T17:02:15.000Z,https://www.datos.gov.co/resource/rpmr-utcd.json
vgr4-gemg,CÓDIGO ÚNICO DE MEDICAMENTOS EN TRÁMITE DE RENOVACIÓN,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS EN TRÁMITE DE RENOVACIÓN.,2026-03-16T12:12:47.000Z,https://www.datos.gov.co/resource/vgr4-gemg.json
spzp-dfuc,CÓDIGO ÚNICO DE MEDICAMENTOS OTROS ESTADOS,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS OTROS ESTADOS.,2026-03-16T12:13:07.000Z,https://www.datos.gov.co/resource/spzp-dfuc.json
mxk5-ce6w,Información financiera con fines de supervisión – CUIF por moneda Entidades vigiladas,Información financiera con fines de supervisión – CUIF por moneda Entidades vigiladas sin cierres en cuentas de ingresos y gastos (cuentas 4 y 5),2026-03-24T22:45:05.000Z,https://www.datos.gov.co/resource/mxk5-ce6w.json
ae7u-y7m2,Lista oficial de precios unitarios fijos de Obra Pública y de consultoría - DEPARTAMENTO DE BOYACÁ,"Lista de precios unitarios como referente  para la contratación de obra Pública en el Departamento de Boyacá. (NO INCLUYE A.I.U.""Administración, Imprevistos y Utilidad""). Se modifica la resolución vigente (053 de 2020) mediante resolución 092 del 03 de agosto de 2022;  para lista de precios y de obra pública y de consultoría en el Departamento de Boyacá.",2025-12-19T22:53:50.000Z,https://www.datos.gov.co/resource/ae7u-y7m2.json
iuwx-frrw,PUESTO DE VOTACIÓN,Puesto de votación del Municipio de Santo Tomas,2025-12-19T22:53:11.000Z,https://www.datos.gov.co/resource/iuwx-frrw.json
32sa-8pi3,Tasa de Cambio Representativa del Mercado- TRM,"La Tasa de Cambio Representativa del Mercado–TRM corresponde al promedio ponderado de las operaciones de compra y venta de contado de dólares de los Estados Unidos de América a cambio de moneda legal colombiana.
Se adjunta archivo con explicación detallada.",2026-04-06T23:05:23.000Z,https://www.datos.gov.co/resource/32sa-8pi3.json
qijw-htwa,LISTADO COLEGIOS BOGOTA,"Contiene los datos básicos de cada Establecimiento educativo activo de preescolar, básica y media a nivel nacional del sector oficial y privado.

Se realizaron actualizaciones en la información visualizada a nivel de columnas y datos.",2025-12-19T23:21:15.000Z,https://www.datos.gov.co/resource/qijw-htwa.json
ebsr-7cb7,Barrios por comunas en la ciudad de Pereira,Barrios que se encuentran el las diferentes comunas de la ciudad de Pereira.,2025-12-19T23:25:26.000Z,https://www.datos.gov.co/resource/ebsr-7cb7.json
f789-7hwg,SECOP I - Procesos de Compra Pública,"Procesos de Compra pública registrados en el SECOP I desde el 01 de enero de 2018, contiene la información del proceso, fase de selección y la adjudicación",2026-04-06T23:07:18.000Z,https://www.datos.gov.co/resource/f789-7hwg.json
ugc5-acjp,Listado de IPS en Colombia según su nivel de complejidad,"Listado de IPS en Colombia según su nivel de complejidad.
Diligencia la Encuesta de Satisfacción:
https://tramites.minsalud.gov.co/FormularioInscripcion/EncuestaSatisfaccion.aspx",2025-12-19T23:26:36.000Z,https://www.datos.gov.co/resource/ugc5-acjp.json
xzwx-qpja,LISTADO DE MEDICAMENTOS EN VENTA LIBRE,"LISTADO DE LOS MEDICAMENTOS QUE NO REQUIEREN FORMULA MÉDICA - VENTA LIBRE. SE ENCUENTRA EL PRINCIPIO ACTIVO, LA CONCENTRACIÓN Y LA FORMA FARMACÉUTICA.",2026-03-04T17:27:16.000Z,https://www.datos.gov.co/resource/xzwx-qpja.json
h3sz-zqij,Oficinas Fondo Nacional del Ahorro,En este enlace encontraras información de oficinas del Fondo Nacional del Ahorro,2026-03-27T16:11:09.000Z,https://www.datos.gov.co/resource/h3sz-zqij.json
4zwu-ra3f,Resultados por sorteo Loteria Santander,Contiene la numeración de mayores y secos que ha resultado ganadora a partir del sorteo 4100 jugado el 29 de diciembre de 2006,2026-04-02T05:22:04.000Z,https://www.datos.gov.co/resource/4zwu-ra3f.json
h2yr-zfb2,Subsidios De Vivienda Asignados,"El archivo contiene el número de hogares que en algún momento fueron beneficiarios del subsidio familiar de vivienda por parte del Fondo Nacional de Vivienda - FONVIVIENDA. Así mismo, contiene la información de las vigencias 2003 a la fecha, clasificada  por departamento, municipio, programa, y otras variables; a la fecha de actualización de esta plataforma. Fecha Última Emisión 20260401.",2026-04-01T18:59:14.000Z,https://www.datos.gov.co/resource/h2yr-zfb2.json
ji8i-4anb,"MEN_ESTADISTICAS_EN_EDUCACION_EN_PREESCOLAR, BÁSICA Y MEDIA_POR_DEPARTAMENTO","El conjunto de datos contiene los principales indicadores de los niveles preescolar, básica y media discriminados por Departamento desde el año 2011 hasta 2024.

Este conjunto de datos se puede relacionar con el de matrícula en educación preescolar, básica y media donde se presenta la caracterización de los estudiantes que permiten obtener información para comprender el comportamiento de los indicadores

NOTA:  Para las tasas de cobertura bruta y neta  2019  y 2018 se realizarron con las proyecciones de población Censo 2018.

las cifras 2020 son preliminares sin inlcuir auditorias

Cabe mencionar que los datos de cada indicador esta con punto decimal, al momento de exportar los datos se multiplica por 100, para convertirlo a porcentajes.

para mas detalle puede consultar las notas explicativas, publicadas en el portal, dar clic en el siguiente link http://bi.mineducacion.gov.co:8380/eportal/web/planeacion-basica/documentos?p_p_id=110_INSTANCE_ex7X&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_110_INSTANCE_ex7X_struts_action=%2Fdocument_library_display%2Fview_file_entry&_110_INSTANCE_ex7X_redirect=http%3A%2F%2Fbi.mineducacion.gov.co%3A8380%2Feportal%2Fweb%2Fplaneacion-basica%2Fdocumentos%2F-%2Fdocument_library_display%2Fex7X%2Fview%2F111648%3F_110_INSTANCE_ex7X_redirect%3Dhttp%253A%252F%252Fbi.mineducacion.gov.co%253A8380%252Feportal%252Fweb%252Fplaneacion-basica%252Fdocumentos%253Fp_p_id%253D110_INSTANCE_ex7X%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526p_p_col_id%253Dcolumn-1%2526p_p_col_count%253D1&_110_INSTANCE_ex7X_fileEntryId=111654",2025-12-19T23:06:20.000Z,https://www.datos.gov.co/resource/ji8i-4anb.json
e97j-vuf7,Colombianos detenidos en el exterior,"Información estadística de los colombianos detenidos en el exterior que incluye datos demográficos y datos de ubicación de las prisiones. La información se publica mes a mes dejando el registro histórico.
https://forms.office.com/Pages/ResponsePage.aspx?id=e1S0GcQyMkymbQ9pAT9hWh3zC1ukCGtCqkYb4M6lDqdUM0Y0RjZCTTRENDdVUkI2VjNLQ0hCQkE3VSQlQCN0PWcu",2025-12-19T23:16:44.000Z,https://www.datos.gov.co/resource/e97j-vuf7.json
8835-5baf,Pruebas PCR procesadas de COVID-19 en Colombia (Departamental),"Información importante:
En este momento respecto a la transmisión de SARS- CoV2, el país está en zona de seguridad de acuerdo con los umbrales que se construyeron para este análisis, pero todavía lleva muy poco tiempo allí para poder asegurar si está en una fase endémica o no. 

Debemos continuar observando por un período que supere mínimo 20 semanas. De mantenerse ahí, durante este rango de tiempo, y aunque aún continuaría existiendo incertidumbre ante la posibilidad de surgimiento de nuevos linajes con mayor porcentaje de escape inmunológico, aumenta la probabilidad de ya estar en una fase endémica estable.

Mientras se da esta observación y con el fin de ir desescalando los procesos extraordinarios, se hará la actualización de datos de manera semanal.


Se insta a EAPB, IPS y a la población en general a continuar realizando pruebas diagnósticas a toda persona sintomática respiratoria y a sus contactos de acuerdo con las directrices del Ministerio de Salud y Protección Social. El diagnóstico de casos es fundamental para detectar tempranamente cambios en la positividad.
Corresponde a la información que se ha incorporado al sistema SisMuestras que entró en funcionamiento a partir del 15 de abril de 2020, recopilando y reportando la información que cargan los laboratorios pertenecientes a la red. Los valores acumulados pueden variar de acuerdo con la información histórica que se ajuste. La información cargada corresponde a lo dispuesto por otros actores diferentes al INS, por tal razón, existe la columna de ""Procedencia desconocida"". Las muestras cargadas en esta columna serán asignadas a sus departamentos una vez se corrobore la información. 

Consulte la fe de erratas disponible en la página web del INS sobre COVID-19.",2025-12-19T23:14:19.000Z,https://www.datos.gov.co/resource/8835-5baf.json
ii2p-naes,ZONAS Y DISTRITOS MILITARES EJERCITO NACIONAL,ZONAS Y DISTRITOS MILITARES DEL EJERCITO NACIONAL,2025-12-19T23:10:50.000Z,https://www.datos.gov.co/resource/ii2p-naes.json
hp9r-jxuu,Catálogo Nacional de Estaciones del IDEAM,"Relaciona la información de las estaciones hidrometeorológicas de propiedad del IDEAM y de otras entidades: Nombre de la estación, código, tipo, categoría, localización y otros.

Los datos disponibles a través de este medio pueden ser libremente consumidos bajo los siguientes clausulas: 1. Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidro climatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",2026-04-07T09:00:36.000Z,https://www.datos.gov.co/resource/hp9r-jxuu.json
2waz-acaa,Listado de laboratorios ambientales acreditados - IDEAM,"De conformidad con el artículo 2.2.8.9.1.7. del Decreto 1076 de 2015, el Ideam publicará y actualizará, permanentemente en su página web, la información de los laboratorios ambientales acreditados y en proceso de acreditación, para conocimiento de las autoridades ambientales competentes y demás personas interesadas en acceder a sus servicios.

Nota aclaratoria 1: Este listado permite obtener información sobre los laboratorios, sus datos y alcances. Sólo abarca las acreditaciones que estén en firme antes de la fecha de corte. Se le recuerda a los usuarios que la única manera de que un OEC esté acreditado es mediante una resolución. En caso de que un OEC afirme estar acreditado con posterioridad a la fecha de corte o en caso de indicar estar bajo una prórroga del IDEAM, se aconseja solicitar el acto administrativo o el oficio que sustente la prórroga al OEC o directamente al Instituto.  

Nota  aclaratoria 2: En caso de haber incongruencias entre el listado y el estado del OEC respecto a su alcance o datos, se les recuerda a los usuarios que el único documento mediante el cual se otorga, renueva, cede o extiende una acreditación es una resolución proferida por el IDEAM. Las prórrogas se hacen mediante oficios emitidos por el Instituto.
Los datos disponibles a través de este medio pueden ser libremente consumidos bajo los siguientes clausulas: 1. Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidro climatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",2026-03-04T21:50:43.000Z,https://www.datos.gov.co/resource/2waz-acaa.json
s2ru-bqt6,Relación de IPS públicas y privadas según el nivel de atención y capacidad instalada,"Relación de IPS públicas y privadas según el nivel de atención y capacidad instalada
Fuente: Base de datos Registros Especial de Prestadores de Servicios de Salud - REPS
Diligencia la Encuesta de Satisfacción:
https://tramites.minsalud.gov.co/FormularioInscripcion/EncuestaSatisfaccion.aspx",2025-12-19T22:42:04.000Z,https://www.datos.gov.co/resource/s2ru-bqt6.json
gdxc-w37w,DIVIPOLA- Códigos municipios,"Código de la división Político Administrativa del país, Actualización a corte 30 diciembre 2024.",2025-12-19T23:04:37.000Z,https://www.datos.gov.co/resource/gdxc-w37w.json
nudc-7mev,"MEN_ESTADISTICAS_EN_EDUCACION_EN_PREESCOLAR, BÁSICA Y MEDIA_POR_MUNICIPIO","Contiene información estadística de los niveles preescolar, básica y media relacionada con indicadores sectoriales por Municipio sin atípicos, desde el 2011 hasta 2024.

NOTA: Para las tasas de cobertura bruta y neta  2019 y 2018  se realizarron con las proyecciones de población Censo 2018.

Cabe mencionar que los datos de cada indicador esta con punto decimal, al momento de exportar los datos se multiplica por 100, para convertirlo a porcentajes.


para el detalle de las notas explicativas, por favor consulte el siguiente link http://bi.mineducacion.gov.co:8380/eportal/web/planeacion-basica/documentos?p_p_id=110_INSTANCE_ex7X&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_110_INSTANCE_ex7X_struts_action=%2Fdocument_library_display%2Fview_file_entry&_110_INSTANCE_ex7X_redirect=http%3A%2F%2Fbi.mineducacion.gov.co%3A8380%2Feportal%2Fweb%2Fplaneacion-basica%2Fdocumentos%2F-%2Fdocument_library_display%2Fex7X%2Fview%2F111648%3F_110_INSTANCE_ex7X_redirect%3Dhttp%253A%252F%252Fbi.mineducacion.gov.co%253A8380%252Feportal%252Fweb%252Fplaneacion-basica%252Fdocumentos%253Fp_p_id%253D110_INSTANCE_ex7X%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526p_p_col_id%253Dcolumn-1%2526p_p_col_count%253D1&_110_INSTANCE_ex7X_fileEntryId=111654",2025-12-19T23:06:49.000Z,https://www.datos.gov.co/resource/nudc-7mev.json
62wk-wqnz,FAMILIAS FOCALIZADAS PRIMERA FASE DEL PROGRAMA DE FAMILIAS EN ACCIÓN ETAPA IV DEL MUNICIPIO DE PUERTO BOYACÁ,"Datos anonimizados del programa Más Familias en Acción, determinando características generales de los beneficiarios, valor y tipo de incentivo recibido.",2025-12-19T22:53:11.000Z,https://www.datos.gov.co/resource/62wk-wqnz.json
sdmr-tfmf,MEDICAMENTOS VITALES NO DISPONIBLES,"Medicamentos como aquellos indispensables e irremplazables para salvaguardar la vida o aliviar el sufrimiento de un paciente o un grupo de pacientes y que por condiciones de baja rentabilidad en su comercialización, no se encuentran disponibles en el país, o las cantidades no son suficientes.",2026-03-27T20:44:50.000Z,https://www.datos.gov.co/resource/sdmr-tfmf.json
a7iv-sme8,MEDICAMENTOS POS,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS VIGENTES.,2026-03-16T12:11:18.000Z,https://www.datos.gov.co/resource/a7iv-sme8.json
y399-rzwf,Connacionales inscritos en el Registro Ciudadano en Línea,"Información sociodemográfica de los connacionales inscritos en el Registro Ciudadano en Línea y manifiestan residir en el exterior

Nos interesa conocer su opinión sobre los datos publicados. Lo invitamos a que realice nuestra encuesta de satisfacción de datos abiertos: https://forms.office.com/Pages/ResponsePage.aspx?id=e1S0GcQyMkymbQ9pAT9hWh3zC1ukCGtCqkYb4M6lDqdUM0Y0RjZCTTRENDdVUkI2VjNLQ0hCQkE3VSQlQCN0PWcu",2025-12-19T23:21:19.000Z,https://www.datos.gov.co/resource/y399-rzwf.json
72nf-y4v3,Historial de Multas reportados en el SIMIT - FCM,"Historial de comparendos reportados en el Sistema Integrado de Información sobre Multas y Sanciones por Infracciones de Transito - Simit de la función pública delegada de la Federación Colombiana de Municipios, con corte desde el 01 de enero de 2019 al 31 de diciembre de 2023.",2025-12-19T23:10:17.000Z,https://www.datos.gov.co/resource/72nf-y4v3.json
ek3f-5wn4,Tarifas aplicadas de Gas Natural,"Información reportada por las empresas distribuidoras de gas natural, reguladas por la CREG.  información actualizada los 20 de cada mes.",2025-12-19T23:16:33.000Z,https://www.datos.gov.co/resource/ek3f-5wn4.json
4w3i-wxax,RESULTADOS PREMIO MAYOR LOTERIA DE MEDELLIN,"En este conjunto de datos las personas interesadas pueden encontrar el histórico de resultados de la Lotería de Medellín, referente al número ganador del premio mayor , a partir del sorteo 3834 que se jugó el 5 de Enero del 2007.",2026-03-26T15:32:34.000Z,https://www.datos.gov.co/resource/4w3i-wxax.json
c36g-9fc2,Registro Especial de Prestadores y Sedes de Servicios de Salud,"Registro Especial de Prestadores  y Sedes de Servicios de Salud, por clase de prestador IPS-Instituciones Prestadoras de Servicios de Salud.
Diligencia la Encuesta de Satisfacción:
https://tramites.minsalud.gov.co/FormularioInscripcion/EncuestaSatisfaccion.aspx",2025-12-19T23:21:43.000Z,https://www.datos.gov.co/resource/c36g-9fc2.json
nug7-ugd3,Colfondos,"El presente conjunto de datos contiene información de los portafolios de inversión de los Fondos de Pensiones Obligatorias y Cesantías administrados por las Sociedades Administradoras de Fondos de Pensiones y de Cesantías.

Los códigos de patrimonio corresponden a la siguiente clasificación:
-	Pensiones Obligatorias 1000 (Moderado), 
-	Pensiones Obligatorias 5000 (Conservador), 
-	Pensiones Obligatorias 6000 (Mayor Riesgo), 
-	Pensiones Obligatorias 7000 (Retiro Programado), 
-	Pensiones Obligatorias 8000 (Skandia Alternativo) y 
-	Cesantías 1 (Portafolios Largo Plazo)",2026-03-20T21:57:03.000Z,https://www.datos.gov.co/resource/nug7-ugd3.json
y4qt-w6tk,REGISTROS SANITARIOS DE DISPOSITIVOS MÉDICOS Y OTRAS TECNOLOGÍAS,Contiene el listado de los Registros Sanitarios correspondientes a la Dirección de Dispositivos Médicos y otras Tecnologías,2026-03-16T12:15:16.000Z,https://www.datos.gov.co/resource/y4qt-w6tk.json
8cw5-iyp3,Puestos de vacunación de Risaralda - Puntos de vacunación y horarios de atención,Relación de puntos de vacunación y horarios de atención : Fiebre Amarilla viajeros(vacunación de fiebre amarilla que este biológico debe de ser aplicado desde los 18 meses a los 59 años si se sale de este rango de edad debe solicitar a un medico el certificado donde el profesional debe escribir que no tiene indicada la vacunación con este biológico por lineamientos del programa) y Esquema permanente de Vacunación.,2025-12-19T22:53:10.000Z,https://www.datos.gov.co/resource/8cw5-iyp3.json
p57x-7s28,Mapa de Barrios de Barranquilla Según el POT,Ubicación de Barrios del Distrito de Barranquilla Según el Plan de Ordenamiento Territorial,2025-12-19T23:10:27.000Z,https://www.datos.gov.co/resource/p57x-7s28.json
epfm-5fhb,ACTORES RUNT POR MUNICIPIO Y DEPARTAMENTO RUNT2.0,"Se publicaran los actores habilitados por departamento y municipio del sector de tránsito y transporte del sistema RUNT del Ministerio de Transporte que se encuentran Activos y Certificando.

Actores que serán relacionados en la data:
CEA (Centro de enseñanza automotor)
CIA (Centro de infracciones automotor)
CRC (Centro de reconocimiento de conductores)
CDA (Centro de diagnostico automotor)
OT CURSOS (Organismos de tránsitos cursos comparendo)
 IMPORTADORES  
 DESINTEGRADORAS 
 OT (Organismos de Transito)",2026-04-07T14:29:29.000Z,https://www.datos.gov.co/resource/epfm-5fhb.json
2pnw-mmge,Evaluaciones Agropecuarias Municipales EVA,"Base histórica de los años 2007 a 2018, relacionada con la producción agrícola Nacional, adicionalmente, brinda a los diversos actores con especial énfasis en los productores, información agrícola regional y nacional que fortalece procesos productivos y de comercialización.",2025-12-19T23:20:35.000Z,https://www.datos.gov.co/resource/2pnw-mmge.json
4qkq-csdn,Registro Único de Prestadores de Servicios Públicos-RUPS,"Prestadores de Servicios Públicos Domiciliarios de Acueducto, Alcantarillado, Aseo, Energía y Gas en Colombia incluido los datos de contacto.",2025-12-19T23:29:46.000Z,https://www.datos.gov.co/resource/4qkq-csdn.json
fs36-azrv,Registro de Sanciones Contadores,Registro de Sanciones Contadores de la Unidad  Administrativa Especial  - Junta Central de Contadores,2026-03-20T15:11:57.000Z,https://www.datos.gov.co/resource/fs36-azrv.json
hbf3-nvn9,Droguerías con expendio de medicamentos de control especial,"Droguerías con expendio de medicamentos de control especial,  que cuentan con autorización para el manejo de los mismos",2025-12-19T23:16:45.000Z,https://www.datos.gov.co/resource/hbf3-nvn9.json
kwqa-xugj,Estadísticas Riesgos Laborales Positiva 2025,"Contiene las estadísticas por número de casos mensuales en el ramo de riesgos laborales de Positiva Compañía de Seguros, se cuenta con el número de accidentes de trabajo, enfermedades laborales, incapacidades permanentes parciales, muertos calificados por Enfermedad Laboral y por Accidentes de Trabajo.",2025-12-30T14:23:48.000Z,https://www.datos.gov.co/resource/kwqa-xugj.json
dhy3-732k,Recuperación Vehículos Policía Nacional,"En este conjunto de datos la ciudadanía puede encontrar información de vehículos y motocicletas desde el 01 de enero del año 2010 al  31 de octubre del año 2025.

Fuente: DIJIN - Policía Nacional. Datos extraídos el día 26 de noviembre del 2025 a las 10:00 horas. Cifras sujetas a variación, en proceso de integración y consolidación con información de fiscalía general de la nación.  

Señor usuario si encuentra alguna inconsistencia en la información publicada, no la puede hacer saber atreves del correo electrónico Dijin.aicri-jef@policia.gov.co",2025-12-19T23:10:58.000Z,https://www.datos.gov.co/resource/dhy3-732k.json
qhpu-8ixx,Rentabilidades de los Fondos de Inversión Colectiva (FIC),"La rentabilidad de los Fondos de Inversión Colectiva (en adelante FIC) y Fondos de Capital Privado (en adelante FCP) está determinada por la variación del valor de unidad diaria de las unidades de inversión llamadas ""Participaciones"".
 
La rentabilidad está determinada por la diferencia entre los ingresos y gastos del fondo. Los ingresos corresponden a la variación de la evolución del valor de mercado de los activos que componen  el portafolio de inversiones de FCI y/o FCP (acciones,bonos,etc).",2026-04-07T14:57:54.000Z,https://www.datos.gov.co/resource/qhpu-8ixx.json
w9zh-vetq,Tasas de interés activas por tipo de crédito – Histórico,"Este conjunto de datos contiene la información histórica desde la fecha de inicio de la serie hasta dos meses antes de la fecha de corte actual. Para visualizar la información más reciente (últimos dos meses) ir al vínculo: https://www.datos.gov.co/Econom-a-y-Finanzas/Tasas-de-inter-s-activas-por-tipo-de-cr-dito-ltimo/qzsc-9esp/about_data

A partir del corte 29 de septiembre de 2023, las tasas de los productos en UVR no incluyen la variación de la UVR.
La información corresponde a las tasas de interés promedio ponderadas, el monto y el número de créditos desembolsados durante la semana para los diferentes tipos de crédito (consumo, vivienda, comercial ordinario, comercial preferencial o corporativo, comercial tesorería, comercial especial y créditos productivos), clasificadas por tipo de persona, sexo, tamaño de empresa, tipo de crédito, tipo de garantía, producto de crédito, plazo del crédito, grupo étnico, antigüedad de la empresa, tipo de tasa, rango por monto desembolsado en salarios mínimos legales mensuales vigentes (SMLMV), clase de deudor, código CIIU y código del municipio, de los establecimientos de crédito.",2026-02-27T15:04:04.000Z,https://www.datos.gov.co/resource/w9zh-vetq.json
ctct-gh6w,LISTADO DE VACUNAS CON REGISTRO SANITARIO VIGENTE CON CORTE AL ÚLTIMO DÍA HÁBIL DE MES,"Presenta el listado de vacunas con Registro Sanitario vigente otorgado por el Invima, discriminando aquellas que se encuentran temporalmente no comercializadas. Incluye información técnica básica de las vacunas",2026-04-06T22:28:09.000Z,https://www.datos.gov.co/resource/ctct-gh6w.json
n4dj-8r7k,Clicsalud - Termómetro de Precios de Medicamentos,"Permite comparar los precios equivalentes por tableta o cápsula de diferentes alternativas en el mercado, para un mismo medicamento. Los precios observados corresponden al año 2024.
Diligencia la Encuesta de Satisfacción:
https://tramites.minsalud.gov.co/FormularioInscripcion/EncuestaSatisfaccion.aspx",2025-12-19T22:40:37.000Z,https://www.datos.gov.co/resource/n4dj-8r7k.json
5wck-szir,MEN_MATRICULA_ESTADISTICA_ES,Contiene la Matrícula estadística de educación superior desde el 2015 hasta el 2024,2025-12-19T23:17:09.000Z,https://www.datos.gov.co/resource/5wck-szir.json
